CET No,Marks,Rank
561011332,168.0,2144
565011461,168.0,2144
561011331,168.0,2144
539011698,168.0,2144
540011232,168.0,2144
656011150,168.0,2144
148011031,168.0,2144
359011050,168.0,2144
116011639,168.0,2144
496011287,168.0,2144
362011041,168.0,2144
503011059,168.0,2144
355011033,168.0,2144
360011004,168.0,2144
493011104,168.0,2144
357011254,168.0,2144
137011066,168.0,2144
359011223,168.0,2144
135011422,168.0,2144
502011082,168.0,2144
152011299,168.0,2144
206011147,168.0,2144
160011319,168.0,2144
156011407,168.0,2144
218011163,168.0,2144
160011188,168.0,2144
157011023,168.0,2144
209011346,168.0,2144
159011170,168.0,2144
280011463,168.0,2144
211011692,168.0,2144
151011474,168.0,2144
214011185,168.0,2144
207011239,168.0,2144
149011393,168.0,2144
158011025,168.0,2144
863011524,168.0,2144
144011092,168.0,2144
157011018,168.0,2144
209011308,168.0,2144
795011527,168.0,2144
156011031,168.0,2144
156011345,168.0,2144
153011035,168.0,2144
215011175,168.0,2144
142011164,168.0,2144
151011465,168.0,2144
156011499,168.0,2144
159011296,168.0,2144
147011296,168.0,2144
212011373,168.0,2144
211011166,168.0,2144
158011241,168.0,2144
211011238,168.0,2144
211011800,168.0,2144
156011453,168.0,2144
154011066,168.0,2144
211011179,168.0,2144
158011062,168.0,2144
212011399,168.0,2144
209011368,168.0,2144
272011351,168.0,2144
214011088,168.0,2144
212011404,168.0,2144
154011401,168.0,2144
153011286,168.0,2144
159011312,168.0,2144
212011806,168.0,2144
156011387,168.0,2144
148011017,168.0,2144
506011040,168.0,2144
115011087,168.0,2144
408011072,168.0,2144
358011271,168.0,2144
496011207,168.0,2144
361011400,168.0,2144
492011442,168.0,2144
506011149,168.0,2144
508011266,168.0,2144
506011262,168.0,2144
211011526,168.0,2144
207011091,168.0,2144
271011297,168.0,2144
205011147,168.0,2144
154011049,168.0,2144
207011257,168.0,2144
119011283,168.0,2144
503011248,168.0,2144
359011282,168.0,2144
493011209,168.0,2144
505011295,168.0,2144
507011286,168.0,2144
507011080,168.0,2144
125011258,168.0,2144
365011431,168.0,2144
498011258,168.0,2144
221011236,168.0,2144
222011300,168.0,2144
222011136,168.0,2144
158011076,168.0,2144
356011033,168.0,2144
359011040,168.0,2144
128011416,168.0,2144
128011373,168.0,2144
125011463,168.0,2144
123011356,168.0,2144
123011191,168.0,2144
123011135,168.0,2144
122011318,168.0,2144
121011118,168.0,2144
120011185,168.0,2144
117011116,168.0,2144
117011048,168.0,2144
116011549,168.0,2144
115011215,168.0,2144
114011227,168.0,2144
221011369,168.0,2144
495011266,168.0,2144
549011313,168.0,2144
205011250,168.0,2144
206011219,168.0,2144
206011332,168.0,2144
137011073,168.0,2144
137011067,168.0,2144
136011220,168.0,2144
136011173,168.0,2144
135011373,168.0,2144
135011106,168.0,2144
134011188,168.0,2144
132011218,168.0,2144
132011217,168.0,2144
131011220,168.0,2144
131011165,168.0,2144
130011084,168.0,2144
158011500,168.0,2144
281011750,168.0,2144
251011375,168.0,2144
249011370,168.0,2144
371011150,168.0,2144
371011112,168.0,2144
297011519,168.0,2144
281011278,168.0,2144
690011398,168.0,2144
664011192,168.0,2144
597011056,168.0,2144
594011188,168.0,2144
593011136,168.0,2144
593011077,168.0,2144
506011295,168.0,2144
426011260,168.0,2144
417011319,168.0,2144
676011199,168.0,2144
497011310,168.0,2144
386011091,168.0,2144
384011262,168.0,2144
382011264,168.0,2144
382011022,168.0,2144
381011247,168.0,2144
381011106,168.0,2144
380011160,168.0,2144
379011010,168.0,2144
378011071,168.0,2144
376011119,168.0,2144
373011038,168.0,2144
371011224,168.0,2144
160110436,168.0,2144
334011140,164.0,2690
334011011,164.0,2690
539011570,164.0,2690
565011165,164.0,2690
545011220,164.0,2690
241011255,164.0,2690
543011098,164.0,2690
325011064,164.0,2690
201521039,164.0,2690
205011226,164.0,2690
205011181,164.0,2690
206011210,164.0,2690
206011013,164.0,2690
540011120,164.0,2690
555011253,164.0,2690
456011541,164.0,2690
161011791,164.0,2690
221011027,164.0,2690
220011687,164.0,2690
206011390,164.0,2690
550011173,164.0,2690
550011089,164.0,2690
560011035,164.0,2690
546011268,164.0,2690
560011079,164.0,2690
558011327,164.0,2690
548011104,164.0,2690
286011224,164.0,2690
649011329,164.0,2690
638011151,164.0,2690
161011749,164.0,2690
623011523,164.0,2690
229011383,164.0,2690
630011297,164.0,2690
643011359,164.0,2690
624011298,164.0,2690
227011495,164.0,2690
624011174,164.0,2690
641011425,164.0,2690
645011162,164.0,2690
630011334,164.0,2690
619011160,164.0,2690
619011110,164.0,2690
235011016,164.0,2690
290011273,164.0,2690
655011716,164.0,2690
630011185,164.0,2690
161011561,164.0,2690
649011313,164.0,2690
647011305,164.0,2690
631011119,164.0,2690
620011132,164.0,2690
645011242,164.0,2690
626011186,164.0,2690
634011140,164.0,2690
629011108,164.0,2690
622011151,164.0,2690
281011079,164.0,2690
114011107,164.0,2690
655011480,164.0,2690
281011249,164.0,2690
628011300,164.0,2690
619011346,164.0,2690
642011343,164.0,2690
271011662,164.0,2690
627011145,164.0,2690
622011188,164.0,2690
291011114,164.0,2690
621011386,164.0,2690
620011554,164.0,2690
623011422,164.0,2690
282011085,164.0,2690
374011303,164.0,2690
638011098,164.0,2690
641011283,164.0,2690
158011182,164.0,2690
144011371,164.0,2690
160011076,164.0,2690
219011164,164.0,2690
220011627,164.0,2690
215011397,164.0,2690
314011055,164.0,2690
309011309,164.0,2690
874011397,164.0,2690
862011001,164.0,2690
294011192,164.0,2690
119011398,164.0,2690
118011457,164.0,2690
118011081,164.0,2690
116011616,164.0,2690
116011478,164.0,2690
116011391,164.0,2690
114011443,164.0,2690
373011355,164.0,2690
372011111,164.0,2690
372011073,164.0,2690
372011016,164.0,2690
127011326,164.0,2690
127011234,164.0,2690
125011599,164.0,2690
125011415,164.0,2690
135011238,164.0,2690
132011237,164.0,2690
132011075,164.0,2690
130011062,164.0,2690
129011154,164.0,2690
129011001,164.0,2690
128011290,164.0,2690
383011329,164.0,2690
383011206,164.0,2690
383011098,164.0,2690
383011010,164.0,2690
125011273,164.0,2690
123011084,164.0,2690
123011039,164.0,2690
121011249,164.0,2690
120011029,164.0,2690
379011179,164.0,2690
379011116,164.0,2690
378011262,164.0,2690
376011198,164.0,2690
375011414,164.0,2690
375011357,164.0,2690
375011069,164.0,2690
679011236,164.0,2690
679011106,164.0,2690
678011283,164.0,2690
672011394,164.0,2690
282011213,164.0,2690
281011534,164.0,2690
280011441,164.0,2690
270011441,164.0,2690
264011472,164.0,2690
418011212,164.0,2690
397011524,164.0,2690
397011510,164.0,2690
396011037,164.0,2690
396011004,164.0,2690
392011128,164.0,2690
385011393,164.0,2690
382011411,164.0,2690
382011148,164.0,2690
382011061,164.0,2690
381011019,164.0,2690
380011178,164.0,2690
692011233,164.0,2690
679011283,164.0,2690
664011101,164.0,2690
662011132,164.0,2690
661011190,164.0,2690
593011368,164.0,2690
424011335,164.0,2690
115011205,164.0,2690
115011186,164.0,2690
115011119,164.0,2690
134011472,164.0,2690
134011288,164.0,2690
134011274,164.0,2690
132011012,164.0,2690
131011260,164.0,2690
131011055,164.0,2690
129011547,164.0,2690
125011292,164.0,2690
124011403,164.0,2690
124011283,164.0,2690
122011301,164.0,2690
121011079,164.0,2690
120011128,164.0,2690
119011478,164.0,2690
118011522,164.0,2690
115011302,164.0,2690
293011282,164.0,2690
293011267,164.0,2690
293011053,164.0,2690
118011289,164.0,2690
117011278,164.0,2690
117011115,164.0,2690
116011023,164.0,2690
270011415,164.0,2690
270011273,164.0,2690
178011236,164.0,2690
165011517,164.0,2690
137011253,164.0,2690
135011522,164.0,2690
135011381,164.0,2690
135011153,164.0,2690
135011101,164.0,2690
294011714,164.0,2690
294011655,164.0,2690
294011622,164.0,2690
134011227,164.0,2690
133011103,164.0,2690
132011383,164.0,2690
132011085,164.0,2690
294011353,164.0,2690
294011272,164.0,2690
294011241,164.0,2690
293011679,164.0,2690
293011618,164.0,2690
293011582,164.0,2690
293011581,164.0,2690
293011329,164.0,2690
293011283,164.0,2690
408011475,164.0,2690
408011458,164.0,2690
408011385,164.0,2690
282011257,164.0,2690
282011256,164.0,2690
282011247,164.0,2690
282011074,164.0,2690
379011059,164.0,2690
314011089,164.0,2690
310011085,164.0,2690
307011079,164.0,2690
303011226,164.0,2690
299011103,164.0,2690
298011135,164.0,2690
294011759,164.0,2690
294011736,164.0,2690
411011466,164.0,2690
411011460,164.0,2690
411011443,164.0,2690
294011521,164.0,2690
294011485,164.0,2690
294011447,164.0,2690
294011363,164.0,2690
410011267,164.0,2690
410011237,164.0,2690
410011205,164.0,2690
410011150,164.0,2690
410011105,164.0,2690
409011200,164.0,2690
409011179,164.0,2690
409011083,164.0,2690
408011537,164.0,2690
416011070,164.0,2690
416011015,164.0,2690
415011345,164.0,2690
408011279,164.0,2690
408011229,164.0,2690
408011103,164.0,2690
384011064,164.0,2690
415011023,164.0,2690
414011290,164.0,2690
414011189,164.0,2690
414011092,164.0,2690
414011090,164.0,2690
413011308,164.0,2690
413011049,164.0,2690
412011291,164.0,2690
412011104,164.0,2690
411011394,164.0,2690
411011381,164.0,2690
411011169,164.0,2690
411011041,164.0,2690
417011340,164.0,2690
417011301,164.0,2690
417011148,164.0,2690
417011126,164.0,2690
417011086,164.0,2690
416011323,164.0,2690
416011161,164.0,2690
416011112,164.0,2690
416011086,164.0,2690
159011169,164.0,2690
156011496,164.0,2690
207011296,164.0,2690
212011788,164.0,2690
213011159,164.0,2690
160011397,164.0,2690
156011206,164.0,2690
154011330,164.0,2690
157011091,164.0,2690
147011166,164.0,2690
154011445,164.0,2690
156011297,164.0,2690
508011090,164.0,2690
365011227,164.0,2690
160011303,164.0,2690
267011502,164.0,2690
147011265,164.0,2690
268011436,164.0,2690
208011178,164.0,2690
149011258,164.0,2690
156011287,164.0,2690
153011440,164.0,2690
148011091,164.0,2690
154011389,164.0,2690
152011328,164.0,2690
602011154,164.0,2690
507011288,164.0,2690
127011024,164.0,2690
363011287,164.0,2690
363011368,164.0,2690
496011358,164.0,2690
206011157,164.0,2690
210011266,164.0,2690
152011324,164.0,2690
147011021,164.0,2690
152011290,164.0,2690
160011248,164.0,2690
214011190,164.0,2690
205011316,164.0,2690
206011154,164.0,2690
153011253,164.0,2690
214011052,164.0,2690
157011111,164.0,2690
159011297,164.0,2690
219011158,164.0,2690
421011062,164.0,2690
420011309,164.0,2690
420011104,164.0,2690
415011291,164.0,2690
415011255,164.0,2690
415011155,164.0,2690
415011133,164.0,2690
491011584,164.0,2690
422011253,164.0,2690
422011241,164.0,2690
422011165,164.0,2690
422011101,164.0,2690
421011169,164.0,2690
421011128,164.0,2690
421011120,164.0,2690
421011075,164.0,2690
418011437,164.0,2690
418011423,164.0,2690
418011138,164.0,2690
418011020,164.0,2690
787011274,164.0,2690
496011284,164.0,2690
472011202,164.0,2690
530011082,164.0,2690
696011317,164.0,2690
697011092,164.0,2690
487011065,164.0,2690
714011446,164.0,2690
709011077,164.0,2690
714011222,164.0,2690
714011171,164.0,2690
712011123,164.0,2690
714011044,164.0,2690
714011331,164.0,2690
168011319,164.0,2690
189011104,164.0,2690
194011036,164.0,2690
520011059,164.0,2690
719011130,164.0,2690
837011037,164.0,2690
484011169,164.0,2690
712011313,164.0,2690
712011333,164.0,2690
520011288,164.0,2690
490011323,164.0,2690
712011070,164.0,2690
486011246,164.0,2690
719011166,164.0,2690
486011005,164.0,2690
123011015,164.0,2690
696011223,164.0,2690
677011132,164.0,2690
268011114,164.0,2690
488011542,164.0,2690
716011140,164.0,2690
714011448,164.0,2690
177011147,164.0,2690
712011165,164.0,2690
513011257,164.0,2690
714011254,164.0,2690
717011300,164.0,2690
716011187,164.0,2690
704011162,164.0,2690
714011057,164.0,2690
718011400,164.0,2690
711011306,164.0,2690
170011035,164.0,2690
714011528,164.0,2690
490011465,164.0,2690
171011061,164.0,2690
693011307,164.0,2690
513011023,164.0,2690
490011416,164.0,2690
193011209,164.0,2690
169011299,164.0,2690
699011178,164.0,2690
715011096,164.0,2690
717011205,164.0,2690
717011204,164.0,2690
707011398,164.0,2690
709011203,164.0,2690
488011531,164.0,2690
190011083,164.0,2690
717011374,164.0,2690
713011373,164.0,2690
707011266,164.0,2690
714011242,164.0,2690
718011315,164.0,2690
717011241,164.0,2690
711011215,164.0,2690
480011427,164.0,2690
486011212,164.0,2690
482011558,164.0,2690
472011166,164.0,2690
482011216,164.0,2690
488011510,164.0,2690
171011465,164.0,2690
486011439,164.0,2690
488011016,164.0,2690
490011032,164.0,2690
270011545,164.0,2690
488011407,164.0,2690
486011355,164.0,2690
490011421,164.0,2690
484011312,164.0,2690
488011170,164.0,2690
823011505,164.0,2690
473011312,164.0,2690
119011513,164.0,2690
261011368,164.0,2690
465011098,164.0,2690
478011184,164.0,2690
474011078,164.0,2690
475011519,164.0,2690
477011295,164.0,2690
484011362,164.0,2690
488011452,164.0,2690
473011487,164.0,2690
474011131,164.0,2690
711011157,164.0,2690
101011352,164.0,2690
490011460,164.0,2690
477011029,164.0,2690
480011023,164.0,2690
475011058,164.0,2690
474011243,164.0,2690
486011199,164.0,2690
483011312,164.0,2690
101011467,164.0,2690
710011189,164.0,2690
474011161,164.0,2690
266011377,164.0,2690
482011058,164.0,2690
558011067,164.0,2690
482011218,164.0,2690
482011355,164.0,2690
487011467,164.0,2690
487011245,164.0,2690
212011245,164.0,2690
160011232,164.0,2690
147011081,164.0,2690
158011122,164.0,2690
156011296,164.0,2690
215011192,164.0,2690
209011024,164.0,2690
151011293,164.0,2690
209011488,164.0,2690
153011104,164.0,2690
156011312,164.0,2690
152011167,164.0,2690
153011429,164.0,2690
206011558,164.0,2690
210011367,164.0,2690
215011277,164.0,2690
448011503,164.0,2690
486011364,164.0,2690
470011201,164.0,2690
475011566,164.0,2690
271011357,164.0,2690
821011165,164.0,2690
158011070,164.0,2690
215011278,164.0,2690
205011188,164.0,2690
205011281,164.0,2690
158011115,164.0,2690
133011197,164.0,2690
119011001,164.0,2690
498011235,164.0,2690
157011104,164.0,2690
205011080,164.0,2690
221011300,164.0,2690
502011203,164.0,2690
121011057,164.0,2690
364011047,164.0,2690
361011039,164.0,2690
497011351,164.0,2690
497011492,164.0,2690
137011055,164.0,2690
356011115,164.0,2690
357011154,164.0,2690
506011228,164.0,2690
493011450,164.0,2690
366011050,164.0,2690
116011328,164.0,2690
506011440,164.0,2690
364011151,164.0,2690
507011276,164.0,2690
495011021,164.0,2690
504011277,164.0,2690
367011050,164.0,2690
365011077,164.0,2690
491011214,164.0,2690
360011212,164.0,2690
125011198,164.0,2690
356011099,164.0,2690
491011464,164.0,2690
365011040,164.0,2690
504011298,164.0,2690
506011129,164.0,2690
495011048,164.0,2690
247011240,164.0,2690
674011073,164.0,2690
280011358,164.0,2690
276011728,164.0,2690
161011199,164.0,2690
159011238,164.0,2690
276011348,160.0,3205
674011193,160.0,3205
674011232,160.0,3205
666011212,160.0,3205
275011736,160.0,3205
264011260,160.0,3205
344011457,160.0,3205
341011049,160.0,3205
550011326,160.0,3205
549011083,160.0,3205
545011329,160.0,3205
538011327,160.0,3205
560011187,160.0,3205
549011161,160.0,3205
553011201,160.0,3205
553011346,160.0,3205
567011386,160.0,3205
557011164,160.0,3205
484011124,160.0,3205
807011271,160.0,3205
478011256,160.0,3205
272011396,160.0,3205
479011214,160.0,3205
282011146,160.0,3205
281011264,160.0,3205
552011201,160.0,3205
548011094,160.0,3205
543011090,160.0,3205
539011349,160.0,3205
540011034,160.0,3205
535011426,160.0,3205
844011329,160.0,3205
546011278,160.0,3205
205011254,160.0,3205
201510222,160.0,3205
205011116,160.0,3205
205011331,160.0,3205
206011048,160.0,3205
221011059,160.0,3205
147011032,160.0,3205
159011218,160.0,3205
149011068,160.0,3205
160011115,160.0,3205
555011456,160.0,3205
546011068,160.0,3205
535011230,160.0,3205
541011239,160.0,3205
565011002,160.0,3205
555011071,160.0,3205
542011247,160.0,3205
151011314,160.0,3205
242011249,160.0,3205
149011098,160.0,3205
152011233,160.0,3205
219011064,160.0,3205
156011509,160.0,3205
205011318,160.0,3205
155011206,160.0,3205
215011317,160.0,3205
152011071,160.0,3205
147011192,160.0,3205
159011174,160.0,3205
814011129,160.0,3205
158011413,160.0,3205
484011249,160.0,3205
478011067,160.0,3205
470011289,160.0,3205
760011280,160.0,3205
475011304,160.0,3205
842011281,160.0,3205
486011140,160.0,3205
487011169,160.0,3205
479011150,160.0,3205
477011338,160.0,3205
196011102,160.0,3205
178011372,160.0,3205
475011486,160.0,3205
458011239,160.0,3205
473011215,160.0,3205
488011091,160.0,3205
482011441,160.0,3205
486011468,160.0,3205
472011379,160.0,3205
475011526,160.0,3205
476011011,160.0,3205
249011376,160.0,3205
478011160,160.0,3205
160011388,160.0,3205
149011219,160.0,3205
148011013,160.0,3205
160011386,160.0,3205
208011293,160.0,3205
148011019,160.0,3205
158011233,160.0,3205
218011056,160.0,3205
158011316,160.0,3205
154011059,160.0,3205
210011137,160.0,3205
157011422,160.0,3205
157011494,160.0,3205
160011246,160.0,3205
477011188,160.0,3205
487011069,160.0,3205
127011035,160.0,3205
483011245,160.0,3205
487011009,160.0,3205
483011284,160.0,3205
222011305,160.0,3205
157011128,160.0,3205
221011341,160.0,3205
488011103,160.0,3205
480011292,160.0,3205
480011080,160.0,3205
635011138,160.0,3205
356011046,160.0,3205
486011342,160.0,3205
470011076,160.0,3205
481011006,160.0,3205
486011475,160.0,3205
794011138,160.0,3205
475011110,160.0,3205
479011103,160.0,3205
477011042,160.0,3205
472011277,160.0,3205
470011062,160.0,3205
477011406,160.0,3205
472011436,160.0,3205
488011514,160.0,3205
489011057,160.0,3205
480011490,160.0,3205
473011469,160.0,3205
159011198,160.0,3205
147011397,160.0,3205
636011143,160.0,3205
268011149,160.0,3205
636011147,160.0,3205
283011126,160.0,3205
647011329,160.0,3205
627011151,160.0,3205
649011101,160.0,3205
619011298,160.0,3205
647011254,160.0,3205
630011436,160.0,3205
635011067,160.0,3205
570011038,160.0,3205
620011149,160.0,3205
652011340,160.0,3205
626011340,160.0,3205
631011110,160.0,3205
656011320,160.0,3205
634011399,160.0,3205
638011132,160.0,3205
227011384,160.0,3205
642011329,160.0,3205
652011203,160.0,3205
656011295,160.0,3205
298011490,160.0,3205
652011168,160.0,3205
635011155,160.0,3205
864011199,160.0,3205
655011649,160.0,3205
634011079,160.0,3205
269011793,160.0,3205
643011178,160.0,3205
290011007,160.0,3205
846011400,160.0,3205
236011068,160.0,3205
570011036,160.0,3205
645011067,160.0,3205
647011391,160.0,3205
291011072,160.0,3205
309011260,160.0,3205
649011298,160.0,3205
652011276,160.0,3205
678011274,160.0,3205
569011572,160.0,3205
269011090,160.0,3205
655011643,160.0,3205
284011192,160.0,3205
628011159,160.0,3205
679011292,160.0,3205
291011090,160.0,3205
280011030,160.0,3205
281011078,160.0,3205
656011318,160.0,3205
629011249,160.0,3205
282011021,160.0,3205
117011004,160.0,3205
621011110,160.0,3205
716011238,160.0,3205
694011064,160.0,3205
457011166,160.0,3205
703011122,160.0,3205
715011185,160.0,3205
713011353,160.0,3205
710011191,160.0,3205
488011417,160.0,3205
483011376,160.0,3205
679011188,160.0,3205
714011203,160.0,3205
244011552,160.0,3205
191011291,160.0,3205
487011301,160.0,3205
693011691,160.0,3205
716011290,160.0,3205
696011235,160.0,3205
714011157,160.0,3205
484011211,160.0,3205
487011059,160.0,3205
716011400,160.0,3205
717011290,160.0,3205
490011425,160.0,3205
188011402,160.0,3205
486011133,160.0,3205
711011043,160.0,3205
711011272,160.0,3205
486011494,160.0,3205
699011485,160.0,3205
707011372,160.0,3205
513011153,160.0,3205
718011129,160.0,3205
716011513,160.0,3205
705011002,160.0,3205
486011073,160.0,3205
717011207,160.0,3205
712011157,160.0,3205
709011078,160.0,3205
267011330,160.0,3205
281011511,160.0,3205
699011329,160.0,3205
693011422,160.0,3205
711011269,160.0,3205
710011183,160.0,3205
281011025,160.0,3205
710011372,160.0,3205
542011017,160.0,3205
704011123,160.0,3205
704011040,160.0,3205
706011352,160.0,3205
707011226,160.0,3205
702011123,160.0,3205
714011445,160.0,3205
706011088,160.0,3205
714011434,160.0,3205
704011222,160.0,3205
707011253,160.0,3205
719011156,160.0,3205
717011296,160.0,3205
490011481,160.0,3205
717011360,160.0,3205
717011184,160.0,3205
697011335,160.0,3205
522011147,160.0,3205
720011069,160.0,3205
716011001,160.0,3205
487011481,160.0,3205
718011043,160.0,3205
720011155,160.0,3205
715011315,160.0,3205
520011453,160.0,3205
716011058,160.0,3205
166011390,160.0,3205
719011020,160.0,3205
694011116,160.0,3205
703011100,160.0,3205
486011114,160.0,3205
678011250,160.0,3205
677011096,160.0,3205
677011075,160.0,3205
634011397,160.0,3205
473011311,160.0,3205
488011281,160.0,3205
481011144,160.0,3205
475011129,160.0,3205
490011391,160.0,3205
477011557,160.0,3205
482011409,160.0,3205
473011336,160.0,3205
711011069,160.0,3205
720011161,160.0,3205
656011241,160.0,3205
418011131,160.0,3205
418011101,160.0,3205
418011004,160.0,3205
417011291,160.0,3205
814011201,160.0,3205
156011233,160.0,3205
158011373,160.0,3205
206011529,160.0,3205
157011083,160.0,3205
152011052,160.0,3205
158011116,160.0,3205
155011169,160.0,3205
149011260,160.0,3205
152011106,160.0,3205
148011301,160.0,3205
269011422,160.0,3205
493011288,160.0,3205
422011333,160.0,3205
422011061,160.0,3205
422011005,160.0,3205
867011383,160.0,3205
270011509,160.0,3205
118011293,160.0,3205
118011274,160.0,3205
118011230,160.0,3205
117011233,160.0,3205
115011255,160.0,3205
115011012,160.0,3205
114011441,160.0,3205
114011373,160.0,3205
114011306,160.0,3205
130011216,160.0,3205
129011550,160.0,3205
128011473,160.0,3205
128011239,160.0,3205
308011282,160.0,3205
302011164,160.0,3205
221011007,160.0,3205
307011351,160.0,3205
783011257,160.0,3205
761011203,160.0,3205
311011209,160.0,3205
123011443,160.0,3205
123011284,160.0,3205
121011022,160.0,3205
120011280,160.0,3205
120011038,160.0,3205
119011168,160.0,3205
118011357,160.0,3205
375011382,160.0,3205
375011066,160.0,3205
374011203,160.0,3205
373011116,160.0,3205
117011154,160.0,3205
116011458,160.0,3205
116011377,160.0,3205
116011116,160.0,3205
416011352,160.0,3205
416011144,160.0,3205
415011314,160.0,3205
415011268,160.0,3205
415011112,160.0,3205
421011232,160.0,3205
421011213,160.0,3205
420011276,160.0,3205
420011256,160.0,3205
420011191,160.0,3205
420011151,160.0,3205
420011092,160.0,3205
418011470,160.0,3205
418011450,160.0,3205
412011033,160.0,3205
418011432,160.0,3205
418011396,160.0,3205
418011217,160.0,3205
411011081,160.0,3205
411011071,160.0,3205
410011334,160.0,3205
410011188,160.0,3205
417011217,160.0,3205
417011138,160.0,3205
417011105,160.0,3205
416011530,160.0,3205
416011519,160.0,3205
416011474,160.0,3205
416011465,160.0,3205
416011407,160.0,3205
408011539,160.0,3205
416011319,160.0,3205
416011235,160.0,3205
416011174,160.0,3205
408011036,160.0,3205
314011233,160.0,3205
312011186,160.0,3205
310011359,160.0,3205
415011027,160.0,3205
414011455,160.0,3205
414011351,160.0,3205
414011213,160.0,3205
414011100,160.0,3205
413011170,160.0,3205
412011095,160.0,3205
412011093,160.0,3205
294011602,160.0,3205
411011400,160.0,3205
411011359,160.0,3205
411011170,160.0,3205
294011364,160.0,3205
294011341,160.0,3205
294011315,160.0,3205
294011239,160.0,3205
410011094,160.0,3205
409011525,160.0,3205
409011395,160.0,3205
409011389,160.0,3205
409011314,160.0,3205
409011308,160.0,3205
409011096,160.0,3205
409011024,160.0,3205
293011226,160.0,3205
408011423,160.0,3205
408011138,160.0,3205
408011062,160.0,3205
139011018,160.0,3205
134011524,160.0,3205
134011357,160.0,3205
131011297,160.0,3205
306011313,160.0,3205
302011361,160.0,3205
301011567,160.0,3205
301011476,160.0,3205
299011097,160.0,3205
299011092,160.0,3205
298011469,160.0,3205
294011713,160.0,3205
123011131,160.0,3205
123011118,160.0,3205
123011055,160.0,3205
294011588,160.0,3205
294011487,160.0,3205
294011377,160.0,3205
115011526,160.0,3205
114011064,160.0,3205
294011225,160.0,3205
294011191,160.0,3205
294011023,160.0,3205
293011569,160.0,3205
293011537,160.0,3205
293011532,160.0,3205
293011418,160.0,3205
293011309,160.0,3205
270011436,160.0,3205
268011530,160.0,3205
267011422,160.0,3205
130011275,160.0,3205
130011131,160.0,3205
130011117,160.0,3205
128011236,160.0,3205
127011391,160.0,3205
125011575,160.0,3205
382011410,160.0,3205
382011358,160.0,3205
382011322,160.0,3205
382011321,160.0,3205
122011084,160.0,3205
117011156,160.0,3205
116011245,160.0,3205
115011598,160.0,3205
370011321,160.0,3205
297011592,160.0,3205
281011755,160.0,3205
281011423,160.0,3205
272011356,160.0,3205
134011576,160.0,3205
134011477,160.0,3205
134011209,160.0,3205
132011377,160.0,3205
132011211,160.0,3205
131011188,160.0,3205
127011152,160.0,3205
126011083,160.0,3205
126011070,160.0,3205
125011086,160.0,3205
397011396,160.0,3205
397011265,160.0,3205
396011387,160.0,3205
396011241,160.0,3205
396011150,160.0,3205
396011034,160.0,3205
392011180,160.0,3205
386011002,160.0,3205
385011427,160.0,3205
385011384,160.0,3205
385011373,160.0,3205
385011291,160.0,3205
385011272,160.0,3205
385011019,160.0,3205
384011254,160.0,3205
384011082,160.0,3205
690011107,160.0,3205
685011246,160.0,3205
679011057,160.0,3205
678011286,160.0,3205
677011237,160.0,3205
665011121,160.0,3205
593011470,160.0,3205
382011221,160.0,3205
381011254,160.0,3205
378011200,160.0,3205
433011004,160.0,3205
428011085,160.0,3205
421011051,160.0,3205
414011410,160.0,3205
397011582,160.0,3205
397011525,160.0,3205
392011141,160.0,3205
391011020,160.0,3205
390011165,160.0,3205
124011249,160.0,3205
371011280,160.0,3205
504011259,160.0,3205
357011056,160.0,3205
494011468,160.0,3205
496011649,160.0,3205
415011254,160.0,3205
593011386,160.0,3205
592011322,160.0,3205
491011265,160.0,3205
355011306,160.0,3205
505011092,160.0,3205
361011174,160.0,3205
506011156,160.0,3205
358011355,160.0,3205
361011349,160.0,3205
271011626,160.0,3205
502011357,160.0,3205
506011029,160.0,3205
365011414,160.0,3205
107011112,160.0,3205
493011062,160.0,3205
498011358,160.0,3205
355011451,160.0,3205
367011034,160.0,3205
128011242,160.0,3205
359011041,160.0,3205
114011182,160.0,3205
502011298,160.0,3205
504011373,160.0,3205
506011373,160.0,3205
507011230,160.0,3205
495011545,160.0,3205
504011466,160.0,3205
186011532,160.0,3205
362011167,160.0,3205
189011060,160.0,3205
492011255,160.0,3205
357011096,160.0,3205
467011493,160.0,3205
116011363,160.0,3205
505011364,160.0,3205
168011147,160.0,3205
139011233,160.0,3205
492011105,160.0,3205
497011104,160.0,3205
508011073,160.0,3205
505011330,160.0,3205
153011139,160.0,3205
152011343,160.0,3205
157011397,160.0,3205
154011447,160.0,3205
153011456,160.0,3205
148011183,160.0,3205
367011164,160.0,3205
366011036,160.0,3205
674011413,160.0,3205
355011075,160.0,3205
136011200,160.0,3205
359011066,160.0,3205
507011008,160.0,3205
363011259,160.0,3205
157011459,160.0,3205
155011142,160.0,3205
212011281,160.0,3205
209011407,160.0,3205
206011370,160.0,3205
498011355,160.0,3205
363011003,160.0,3205
367011113,160.0,3205
354011078,160.0,3205
113011278,160.0,3205
119011134,160.0,3205
492011209,160.0,3205
366011296,160.0,3205
339011293,160.0,3205
674011285,160.0,3205
674011432,160.0,3205
664011133,160.0,3205
552011231,160.0,3205
459011080,160.0,3205
546011332,160.0,3205
557011159,160.0,3205
548011379,160.0,3205
568011059,160.0,3205
547011056,160.0,3205
280011133,160.0,3205
280011018,160.0,3205
158011128,160.0,3205
674011125,156.0,3793
477011198,156.0,3793
